company,sector,cpc_code,n_total,quality_avg,quality_norm_avg,n_years,name_clean
Heidelberger Druckmaschinen AG,Industrial,1,1443,0.23572625,-0.8121053,19,heidelberger druckmaschinen
Cook Medical Technologies LLC,Life Sciences,0,1430,0.70674837,0.9605,8,cook medical
"Ethicon, Inc.",Life Sciences,0,1408,0.6044595,0.8905789,19,ethicon
OSRAM Opto Semiconductors GmbH,Technology,7,1405,0.39205754,-0.7095,18,osram opto semiconductors
"STATS ChipPAC, Ltd.",Technology,7,1405,0.6097116,0.40616667,12,stats chippac
REALTEK SEMICONDUCTOR CORP.,Technology,7,1397,0.3824002,-0.741,19,realtek semiconductor
Janssen Pharmaceutica NV,Life Sciences,2,1394,0.26390523,-0.7183684,19,janssen pharmaceutica
THE TRUSTEES OF COLUMBIA UNIVERSITY IN THE CITY OF NEW YORK,Life Sciences,2,1393,0.4820737,0.30447367,19,trustees of columbia university in city of new york
SHIMADZU CORPORATION,Technology,6,1393,0.26654926,-1.3658421,19,shimadzu
"TORAY INDUSTRIES, INC.",Life Sciences,2,1392,0.21633129,-0.88705266,19,toray industries
HTC Corporation,Technology,7,1389,0.4283193,-0.5319167,12,htc
"DePuy Synthes Products, Inc.",Life Sciences,0,1389,0.795645,1.2931668,6,depuy synthes products
TOSHIBA TEC KABUSHIKI KAISHA,Technology,6,1383,0.33324984,-1.0067369,19,toshiba tec kabushiki kaisha
"ELPIDA MEMORY, INC.",Technology,7,1382,0.38960028,-0.7115714,14,elpida memory
"Olympus Optical Co., Ltd.",Technology,6,1378,0.45721236,-0.3557857,14,olympus optical
KAWASAKI JUKOGYO KABUSHIKI KAISHA,Industrial,1,1377,0.27279967,-0.6077368,19,kawasaki jukogyo kabushiki kaisha
ALSTOM Technology Ltd,Industrial,5,1373,0.28349963,-0.57759994,15,alstom
The United States of America as represented by the Administrator of the National Aeronautics and Space Administration,Technology,6,1373,0.43377298,-0.48905262,19,united states of america as represented by administrator of national aeronautics space administration
CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE,Life Sciences,2,1369,0.22030254,-0.86315787,19,centre national de la recherche scientifique
HAMAMATSU PHOTONICS K.K.,Technology,7,1355,0.3513565,-0.91636837,19,hamamatsu photonics k k
Showa Denko K.K.,Technology,7,1353,0.22291616,-1.592,19,showa denko k k
Carl Zeiss SMT GmbH,Technology,6,1348,0.4800174,-0.2594375,16,carl zeiss smt
NICHIA CORPORATION,Technology,7,1342,0.35892406,-0.8907368,19,nichia
FINISAR CORPORATION,Technology,7,1338,0.55015695,0.12210526,19,finisar
"Molex, LLC",Technology,7,1333,0.48145872,-0.2353158,19,molex
"HRL Laboratories, LLC",Technology,7,1330,0.5681841,0.21573684,19,hrl laboratories
Panasonic Intellectual Property Corporation of America,Technology,7,1328,0.54081047,0.0162,5,panasonic intellectual property of america
NORTHROP GRUMMAN CORPORATION,Technology,7,1317,0.46575335,-0.30592856,14,northrop grumman
"KOITO MANUFACTURING CO., LTD.",Industrial,1,1312,0.28323188,-0.51000005,19,koito manufacturing
"Air Products and Chemicals, Inc.",Life Sciences,2,1310,0.35216537,-0.27289474,19,air products chemicals
Hewlett Packard Enterprise Development LP,Technology,6,1306,0.6131277,0.37475,4,hewlett packard enterprise development lp
EBARA CORPORATION,Industrial,1,1305,0.34121925,-0.17736842,19,ebara
"PPG Industries Ohio, Inc.",Life Sciences,2,1302,0.40250278,-0.018842107,19,ppg industries ohio
"GE Medical Systems Global Technology Company, LLC",Technology,6,1300,0.43680203,-0.47127777,18,ge medical global
ACCENTURE GLOBAL SERVICES LIMITED,Technology,6,1297,0.6220021,0.46475,16,accenture global services
"Wyeth, LLC",Life Sciences,2,1296,0.40209088,-0.124235295,17,wyeth
Atmel Corporation,Technology,6,1296,0.54424566,0.09,19,atmel
Colgate-Palmolive Company,Life Sciences,0,1292,0.43553483,0.059157893,19,colgate palmolive
Eli Lilly and Company,Life Sciences,2,1288,0.25250858,-0.7373684,19,eli lilly
"THE INVENTION SCIENCE FUND I, LLC",Technology,6,1286,0.83631516,1.495889,9,invention science fund i
CONTINENTAL AUTOMOTIVE GMBH,Industrial,5,1286,0.30609888,-0.47754547,11,continental automotive
Unicharm Corporation,Life Sciences,0,1284,0.34433994,-0.31478947,19,unicharm
The General Hospital Corporation,Life Sciences,0,1283,0.46033075,0.19978948,19,general hospital
ASTRAZENECA AB,Life Sciences,2,1281,0.29174632,-0.57894737,19,astrazeneca ab
Alcatel-Lucent USA Inc.,Technology,7,1280,0.5622794,0.165125,8,alcatel lucent usa
Lenovo (Singapore) Pte. Ltd.,Technology,6,1278,0.51569843,-0.06821429,14,lenovo singapore pte
KLA-TENCOR CORPORATION,Technology,6,1270,0.5953758,0.3663684,19,kla tencor
ERICSSON GMBH,Technology,7,1265,0.618204,0.49294117,17,ericsson
BorgWarner Inc.,Industrial,5,1263,0.3483366,-0.123105265,19,borgwarner
NIPPON TELEGRAPH AND TELEPHONE CORPORATION,Technology,7,1257,0.46898103,-0.29515788,19,nippon telegraph telephone
"Advanced Cardiovascular Systems, Inc.",Life Sciences,0,1256,0.66700345,1.1915263,19,advanced cardiovascular
"AISIN AW CO., LTD.",Industrial,5,1254,0.3383011,-0.14473684,19,aisin aw
"MITSUI CHEMICALS, INC.",Life Sciences,2,1250,0.20555112,-0.95152634,19,mitsui chemicals
Dr. Ing. h.c. F. Porsche Aktiengesellschaft,Industrial,1,1242,0.26138645,-0.6623158,19,dr ing h c f porsche aktiengesellschaft
Rohm and Haas Company,Life Sciences,2,1241,0.23208342,-0.8218421,19,rohm haas
SCHERING CORPORATION,Life Sciences,2,1239,0.24785638,-0.65757143,14,schering
3Com Corporation,Technology,7,1238,0.6190056,0.5326364,11,3com
"MERCK & CO., INC.",Life Sciences,2,1233,0.23338674,-0.6918462,13,merck
Eastman Chemical Company,Life Sciences,2,1231,0.48116392,0.29447368,19,eastman chemical
Baxter International Inc.,Life Sciences,0,1227,0.5992232,0.8775789,19,baxter
Infineon Technologies Austria AG,Technology,7,1227,0.49708942,-0.16715385,13,infineon austria
"SHINKO ELECTRIC INDUSTRIES CO., LTD.",Technology,7,1224,0.35940582,-0.86784214,19,shinko electric industries
Pitney Bowes Inc.,Technology,6,1217,0.44814235,-0.41057897,19,pitney bowes
"SAMSUNG MOBILE DISPLAY CO., LTD.",Technology,7,1212,0.3907279,-0.7081428,7,samsung mobile display
"Salesforce.com, Inc.",Technology,6,1202,0.8120543,1.3971819,11,salesforce com
BAE Systems Information and Electronic Systems Integration Inc.,Technology,7,1202,0.49357897,-0.17316666,18,bae information electronic integration
SmithKline Beecham Limited,Life Sciences,2,1200,0.26722294,-0.5614615,13,smithkline beecham
Silicon Laboratories Inc.,Technology,7,1198,0.6495584,0.6623684,19,silicon laboratories
"Sandisk, Inc.",Technology,6,1197,0.7471974,1.1521875,16,sandisk
The Trustees of the University of Pennsylvania,Life Sciences,2,1195,0.36862937,-0.20315789,19,trustees of university of pennsylvania
"Citrix Systems, Inc.",Technology,7,1194,0.77282315,1.2797369,19,citrix
"Nuance Communications, Inc.",Technology,6,1193,0.6353532,0.5708947,19,nuance communications
Unisys Corporation,Technology,6,1191,0.60303426,0.39957896,19,unisys
Konica Corporation,Technology,6,1190,0.3353488,-1.0129167,12,konica
"Hitachi Displays, Ltd.",Technology,6,1188,0.3387612,-0.977,11,hitachi displays
CARRIER CORPORATION,Industrial,5,1185,0.32951036,-0.27242106,19,carrier
"Roche Diagnostics Operations, Inc.",Technology,6,1182,0.42982155,-0.51706666,15,roche diagnostics operations
"IDEMITSU KOSAN CO., LTD.",Life Sciences,2,1176,0.24175863,-0.77500004,19,idemitsu kosan
Pratt & Whitney Canada Corp.,Industrial,5,1169,0.3549306,-0.11178948,19,pratt whitney canada
President and Fellows of Harvard College,Life Sciences,2,1168,0.4511167,0.15147369,19,president fellows of harvard college
ITT MANUFACTURING ENTERPRISES LLC,Technology,7,1163,0.46708658,-0.32189474,19,itt manufacturing enterprises
Northwestern University,Life Sciences,2,1162,0.40753207,-0.005368424,19,northwestern university
FAIRCHILD SEMICONDUCTOR CORPORATION,Technology,7,1161,0.5671226,0.20636842,19,fairchild semiconductor
DSM IP Assets B.V.,Life Sciences,2,1161,0.20780276,-0.981625,16,dsm ip assets b v
"Hitachi Automotive Systems, Ltd.",Industrial,5,1158,0.31542957,-0.48566663,9,hitachi automotive
Dolby Laboratories Licensing Corporation,Technology,7,1156,0.6652113,0.71673685,19,dolby laboratories licensing
"MOTOROLA SOLUTIONS, INC.",Technology,7,1155,0.581429,0.2225,8,motorola solutions
"IBIDEN CO., LTD.",Technology,7,1153,0.4680987,-0.32021055,19,ibiden
"SIEMENS ENERGY, INC.",Industrial,5,1145,0.41418323,0.12063637,11,siemens energy
Mazda Motor Corporation,Industrial,1,1145,0.33380517,-0.20005263,19,mazda motor
SAUDI ARABIAN OIL COMPANY,Life Sciences,2,1143,0.4465474,0.15883332,18,saudi arabian oil
Ciba Specialty Chemicals Corporation,Life Sciences,2,1143,0.1888949,-0.9163571,14,ciba specialty chemicals
BAYER CROPSCIENCE LP,Life Sciences,2,1142,0.25836232,-0.7711875,16,bayer cropscience lp
Korea Institute of Science and Technology,Life Sciences,2,1141,0.22616768,-0.84047365,19,korea institute of science
KANEKA CORPORATION,Life Sciences,2,1139,0.20800498,-0.9346315,19,kaneka
Syngenta Participations AG,Life Sciences,0,1136,0.2281928,-0.85744447,18,syngenta participations
Cirrus Logic Inc.,Technology,7,1136,0.6334452,0.5516842,19,cirrus logic
"Weatherford/Lamb, Inc.",Industrial,4,1135,0.5826295,1.3832941,17,weatherford lamb
Nokia Mobile Phones Ltd.,Technology,7,1134,0.50239074,-0.1123077,13,nokia mobile phones
"Mitsubishi Electric Research Laboratories, Inc.",Technology,6,1132,0.52563703,-0.008277778,18,mitsubishi electric research laboratories
MITSUBISHI CHEMICAL CORPORATION,Life Sciences,2,1131,0.24376039,-0.75905263,19,mitsubishi chemical
Cooper Technologies Company,Technology,7,1128,0.5875939,0.30778947,19,cooper
Ciena Corporation,Technology,7,1127,0.5729273,0.2371579,19,ciena
TRW Limited,Industrial,1,1126,0.38265187,0.14321053,19,trw
Battelle Memorial Institute,Technology,6,1124,0.49374625,-0.18178947,19,battelle memorial institute
Google Technology Holdings LLC,Technology,7,1124,0.6687131,0.6486,5,google
Boehringer Ingelheim International GmbH,Life Sciences,2,1122,0.36261275,-0.24747369,19,boehringer ingelheim
Digimarc Corporation,Technology,6,1116,0.77553433,1.2846842,19,digimarc
Johnson Controls Technology Company,Industrial,1,1111,0.49938193,0.8139474,19,johnson controls
KYOCERA MITA CORPORATION,Technology,6,1108,0.28345126,-1.2776111,18,kyocera mita
The Board of Trustees of the University of Illinois,Life Sciences,2,1108,0.47448024,0.30894735,19,board of trustees of university of illinois
"KOBE STEEL, LTD.",Life Sciences,2,1103,0.23352359,-0.8068948,19,kobe steel
"Skyworks Solutions, Inc.",Technology,7,1097,0.5747375,0.2372353,17,skyworks solutions
Amgen Inc.,Life Sciences,2,1096,0.3816035,-0.16984211,19,amgen
Tyco Healthcare Group LP,Life Sciences,0,1095,0.6579158,1.2985715,14,tyco healthcare lp
University of South Florida,Life Sciences,0,1095,0.39871487,-0.043157898,19,university of south florida
KABUSHIKI KAISHA TOYOTA JIDOSHOKKI,Industrial,5,1095,0.24250662,-0.78742105,19,kabushiki kaisha toyota jidoshokki
"McAfee, LLC",Technology,7,1086,0.7157806,0.94621426,14,mcafee
"UT-BATTELLE, LLC",Technology,6,1086,0.44486848,-0.43736845,19,ut battelle
INSTITUT FRANCAIS DU PETROLE,Life Sciences,2,1085,0.22360544,-0.7596667,15,institut francais du petrole
"AJINOMOTO CO., INC.",Life Sciences,2,1083,0.25684828,-0.7424737,19,ajinomoto
"Minebea Co., Ltd.",Technology,7,1082,0.28454903,-1.2646316,19,minebea
Hitachi Kokusai Electric Inc.,Technology,7,1080,0.34478036,-0.95066667,18,hitachi kokusai electric
Audi AG,Industrial,1,1078,0.23371094,-0.8566315,19,audi
"The Yokohama Rubber Co., LTD.",Industrial,1,1073,0.20776638,-1.0212106,19,yokohama rubber
United States of America as represented by the Secretary of the Air Force,Technology,6,1070,0.36922014,-0.8308947,19,united states of america as represented by secretary of air force
"University of Florida Research Foundation, Inc.",Life Sciences,0,1069,0.3914349,-0.11015789,19,university of florida research foundation
SONY COMPUTER ENTERTAINMENT INC.,Technology,6,1069,0.556379,0.12733334,18,sony computer entertainment
EVONIK DEGUSSA GMBH,Life Sciences,2,1063,0.321687,-0.5899091,11,evonik degussa
"Bally Gaming, Inc.",Technology,6,1063,0.67979175,0.77858824,17,bally gaming
Intel IP Corporation,Technology,7,1046,0.5827659,0.22116667,6,intel ip
Spansion LLC.,Technology,7,1045,0.509434,-0.100833334,12,spansion
Fuji Jukogyo Kabushiki Kaisha,Industrial,1,1044,0.28608415,-0.49405554,18,fuji jukogyo kabushiki kaisha
Fujikura Ltd.,Technology,6,1043,0.33263168,-1.0074211,19,fujikura
"CA, Inc.",Technology,6,1043,0.663904,0.6255714,7,ca
GEORGIA TECH RESEARCH CORPORATION,Technology,7,1037,0.52393925,-0.01931579,19,georgia tech research
Sanofi-Aventis Deutschland GMBH,Life Sciences,0,1037,0.3697655,-0.3496154,13,sanofi aventis deutschland
Hilti Aktiengesellschaft,Industrial,1,1036,0.23337178,-0.8618421,19,hilti aktiengesellschaft
International Rectifier Corporation,Technology,7,1029,0.4959775,-0.1479375,16,rectifier
Boston Scientific Neuromodulation Corporation,Life Sciences,0,1028,0.7717264,1.3345455,11,boston scientific neuromodulation
Callaway Golf Company,Life Sciences,0,1027,0.5875195,0.8243158,19,callaway golf
"Headway Technologies, Inc.",Technology,6,1022,0.5309359,0.010842107,19,headway
"Abbott Cardiovascular Systems, Inc.",Life Sciences,0,1021,0.6815826,0.99,12,abbott cardiovascular
"NXP USA, INC.",Technology,7,1021,0.5330424,-0.018333333,3,nxp usa
Japan Science and Technology Agency,Life Sciences,2,1010,0.24179198,-0.8423334,15,japan science agency
"Victor Company of Japan, Ltd.",Technology,6,1007,0.36773288,-0.8212667,15,victor of japan
DOW AGROSCIENCES LLC,Life Sciences,2,1006,0.3027579,-0.52410525,19,dow agrosciences
Continental Teves AG & Co. OHG,Industrial,1,1005,0.2589403,-0.6924211,19,continental teves ohg
MITUTOYO CORPORATION,Technology,6,986,0.35637864,-0.88500005,19,mitutoyo
"The Math Works, Inc.",Technology,6,984,0.69945115,0.86235714,14,math works
Elwha LLC,Technology,6,983,0.7917624,1.2533333,6,elwha
"HGST Netherlands, B.V.",Technology,6,982,0.61648697,0.39057142,7,hgst netherlands b v
Olympus Medical Systems Corp.,Life Sciences,0,979,0.47191578,0.14966667,9,olympus medical
BELLSOUTH INTELLECTUAL PROPERTY CORPORATION,Technology,7,971,0.6339455,0.59466666,12,bellsouth intellectual property
INTUIT INC.,Technology,6,966,0.6427351,0.5918125,16,intuit
VOLKSWAGEN AKTIENGESELLSCHAFT,Industrial,1,962,0.31751412,-0.34652632,19,volkswagen aktiengesellschaft
Sony Ericsson Mobile Communications AB,Technology,7,962,0.57106566,0.22092308,13,sony ericsson mobile communications ab
EXXONMOBIL UPSTREAM RESEARCH COMPANY,Technology,6,959,0.5538193,0.10715789,19,exxonmobil upstream research
PURDUE RESEARCH FOUNDATION,Technology,6,955,0.45052618,-0.4153684,19,purdue research foundation
NATIONAL INSTITUTE OF ADVANCED INDUSTRIAL SCIENCE AND TECHNOLOGY,Life Sciences,2,953,0.2526967,-0.7517647,17,national institute of advanced industrial science
"Maxim Integrated Products, Inc.",Technology,7,951,0.5337749,0.04221053,19,maxim integrated products
CNH Industrial America LLC,Life Sciences,0,944,0.4389983,-0.2204,5,cnh industrial america
"ADVANCED SEMICONDUCTOR ENGINEERING, INC.",Technology,7,942,0.44964334,-0.4173684,19,advanced semiconductor engineering
L'Oreal S.A.,Life Sciences,0,939,0.4309144,0.08005556,18,l oreal s a
Hubbell Incorporated,Technology,7,938,0.5776244,0.2613158,19,hubbell incorporated
BSH Bosch und Siemens Hausgeräte GmbH,Life Sciences,0,936,0.22249372,-0.84444445,18,bsh bosch und siemens hausger te
"MITSUBISHI GAS CHEMICAL COMPANY, INC.",Life Sciences,2,935,0.18060723,-1.0581052,19,mitsubishi gas chemical
ABB TECHNOLOGY AG,Technology,7,934,0.37022877,-0.8172941,17,abb
"American Express Travel Related Services Company, Inc.",Technology,6,931,0.67035574,0.73110527,19,american express travel related services
"WMS GAMING, INC.",Technology,6,931,0.69704,0.8747778,18,wms gaming
AKTIEBOLAGET SKF,Industrial,5,921,0.24584782,-0.7761053,19,aktiebolaget skf
FRANCE TELECOM,Technology,7,919,0.3556316,-0.8933158,19,france telecom
Brunswick Corporation,Industrial,1,918,0.38208464,0.067263156,19,brunswick
TOSHIBA MEMORY CORPORATION,Technology,7,914,0.55868113,0.1125,2,toshiba memory
National Instruments Corporation,Technology,6,912,0.7074753,0.9460527,19,national instruments
CNH AMERICA LLC,Life Sciences,0,906,0.4034133,-0.062000003,12,cnh america
OSRAM SYLVANIA Inc.,Technology,7,906,0.39879242,-0.6806842,19,osram sylvania
"Novellus Systems, Inc.",Technology,7,905,0.6228518,0.4695263,19,novellus
NIPPON STEEL & SUMITOMO METAL CORPORATION,Life Sciences,2,903,0.20546687,-1.1861666,6,nippon steel sumitomo metal
ECOLAB USA INC.,Life Sciences,2,903,0.4871051,0.060888886,9,ecolab usa
Semiconductor Manufacturing International (Shanghai) Corporation,Technology,7,901,0.34728727,-0.9264,15,semiconductor manufacturing shanghai
NANYA TECHNOLOGY CORPORATION,Technology,7,901,0.3776645,-0.77699995,19,nanya
"DIRECTV, LLC",Technology,7,900,0.7149232,0.9456,15,directv
"NIPPON SHOKUBAI CO., LTD.",Life Sciences,2,899,0.23471726,-0.8251579,19,nippon shokubai
TAKATA CORPORATION,Industrial,1,899,0.3582227,-0.063999996,19,takata
"MITSUMI ELECTRIC CO., LTD.",Technology,7,898,0.31507593,-1.1002632,19,mitsumi electric
"Tektronix, Inc.",Technology,6,898,0.43214107,-0.49421048,19,tektronix
Department of Health and Human Services,Life Sciences,2,898,0.2690923,-0.5682667,15,department of health human services
Vertex Pharmaceuticals Incorporated,Life Sciences,2,898,0.4189882,-0.022157889,19,vertex pharmaceuticals incorporated
"HILL-ROM SERVICES, INC.",Life Sciences,0,897,0.7632578,1.6086111,18,hill rom services
"Chunghwa Picture Tubes, LTD.",Technology,6,896,0.33830625,-0.97078943,19,chunghwa picture tubes
"HITACHI CHEMICAL COMPANY, LTD.",Technology,7,895,0.28160864,-1.2818947,19,hitachi chemical
"SMITH INTERNATIONAL, INC.",Industrial,4,895,0.5260985,0.96089476,19,smith
"Amkor Technology, Inc.",Technology,7,889,0.6769355,0.7778421,19,amkor
"Japan Aviation Electronics Industry, Ltd.",Technology,7,884,0.36394235,-0.8489474,19,japan aviation electronics industry
"Agency for Science, Technology and Research",Technology,7,884,0.43864968,-0.4659375,16,agency for science research
United Services Automobile Association (USAA),Technology,6,884,0.6218969,0.46985716,14,united services automobile association usaa
TERUMO KABUSHIKI KAISHA,Life Sciences,0,881,0.4599224,0.22884211,19,terumo kabushiki kaisha
MICHELIN RECHERCHE ET TECHNIQUE S.A.,Industrial,1,879,0.25591108,-0.71716666,18,michelin recherche et technique s a
"Bridgestone Sports Co., Ltd.",Life Sciences,0,875,0.3727716,-0.19557895,19,bridgestone sports
Dow Corning Corporation,Life Sciences,2,874,0.33441207,-0.35889474,19,dow corning
"Praxair Technology, Inc.",Industrial,5,872,0.32223678,-0.31521052,19,praxair
Novo Nordisk A/S,Life Sciences,2,872,0.34667358,-0.3409474,19,novo nordisk a s
INVENTEC CORPORATION,Technology,6,872,0.3579489,-0.8664444,18,inventec
"MATTEL, INC.",Life Sciences,0,870,0.60787314,0.9016316,19,mattel
"SMITH & NEPHEW, INC.",Life Sciences,0,868,0.7150341,1.413421,19,smith nephew
Pentax Corporation,Technology,6,865,0.4383533,-0.47228572,7,pentax
"Dongbu HiTek Co., Ltd.",Technology,7,865,0.30744246,-1.125,12,dongbu hitek
Avery Dennison Corporation,Industrial,1,861,0.54867536,1.1062632,19,avery dennison
"TAIYO YUDEN CO., LTD.",Technology,7,859,0.34223405,-0.96352625,19,taiyo yuden
Trimble Navigation Limited,Technology,6,859,0.5876619,0.30242106,19,trimble navigation
"MSTAR SEMICONDUCTOR, INC.",Technology,7,855,0.3934131,-0.6936875,16,mstar semiconductor
Daimler AG,Industrial,1,852,0.25716212,-0.76241666,12,daimler
Bose Corporation,Technology,7,852,0.6101264,0.42947367,19,bose
Duke University,Life Sciences,0,851,0.44893023,0.19163159,19,duke university
JDS Uniphase Corporation,Technology,6,850,0.5483715,0.1163125,16,jds uniphase
Novatek Microelectronics Corp.,Technology,6,850,0.34103167,-0.97084206,19,novatek microelectronics
"Integrated Device Technology, Inc.",Technology,7,849,0.5832804,0.305,19,integrated device
Novozymes A/S,Life Sciences,2,849,0.17974345,-1.0802778,18,novozymes a s
